Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
8,Exit long,2025-12-16 10:00,Exit Long,4334.78,1,4324.63,10.15,0.23,0,10.47,0.24,-0.06,0.00,177.52,0.18,1
8,Entry long,2025-12-16 06:00,Long,4324.63,1,4324.63,10.15,0.23,0,10.47,0.24,-0.06,0.00,177.52,0.18,1
9,Exit short,2026-01-05 02:00,Exit Short,4434.33,1,4315.12,-119.21,-2.76,0,0,0.00,-119.21,-2.76,58.31,0.06,4
9,Entry short,2026-01-02 10:00,Short,4315.12,1,4315.12,-119.21,-2.76,0,0,0.00,-119.21,-2.76,58.31,0.06,4
10,Exit long,2026-01-08 18:00,Exit Long,4483.75,1,4477.44,6.31,0.14,0,6.66,0.15,-0.05,0.00,64.62,0.06,1
10,Entry long,2026-01-08 14:00,Long,4477.44,1,4477.44,6.31,0.14,0,6.66,0.15,-0.05,0.00,64.62,0.06,1
11,Exit long,2026-02-06 10:00,Exit Long,4970.37,1,4948.24,22.13,0.45,0,23.25,0.47,-0.05,0.00,86.75,0.09,1
11,Entry long,2026-02-06 06:00,Long,4948.24,1,4948.24,22.13,0.45,0,23.25,0.47,-0.05,0.00,86.75,0.09,1
12,Exit short,2026-02-12 14:00,Exit Short,4911.84,1,4935.67,23.83,0.48,0,24.5,0.50,-22.46,-0.46,110.58,0.11,1
12,Entry short,2026-02-12 10:00,Short,4935.67,1,4935.67,23.83,0.48,0,24.5,0.50,-22.46,-0.46,110.58,0.11,1
13,Exit long,2026-02-15 18:00,Exit Long,5052.15,1,5043.36,8.79,0.17,0,9.41,0.19,-5.62,-0.11,119.37,0.12,1
13,Entry long,2026-02-13 14:00,Long,5043.36,1,5043.36,8.79,0.17,0,9.41,0.19,-5.62,-0.11,119.37,0.12,1
14,Exit short,2026-03-03 10:00,Exit Short,4996.84,1,5038.58,41.74,0.83,0,42.45,0.84,-0.3,-0.01,161.11,0.16,1
14,Entry short,2026-03-03 06:00,Short,5038.58,1,5038.58,41.74,0.83,0,42.45,0.84,-0.3,-0.01,161.11,0.16,1
15,Exit long,2026-03-08 18:00,Exit Long,5197.8,1,5174.82,22.98,0.44,0,23.57,0.46,-0.05,0.00,184.09,0.18,1
15,Entry long,2026-03-06 14:00,Long,5174.82,1,5174.82,22.98,0.44,0,23.57,0.46,-0.05,0.00,184.09,0.18,1
16,Exit long,2026-03-10 02:00,Exit Long,5194.58,1,5184.33,10.25,0.20,0,10.88,0.21,-29.93,-0.58,194.34,0.19,2
16,Entry long,2026-03-09 18:00,Long,5184.33,1,5184.33,10.25,0.20,0,10.88,0.21,-29.93,-0.58,194.34,0.19,2
17,Exit short,2026-04-05 18:00,Exit Short,4601.5,1,4648.69,47.19,1.02,0,47.89,1.03,-33.13,-0.71,241.53,0.24,2
17,Entry short,2026-04-02 10:00,Short,4648.69,1,4648.69,47.19,1.02,0,47.89,1.03,-33.13,-0.71,241.53,0.24,2
18,Exit short,2026-04-06 22:00,Exit Short,4620.44,1,4626.9,6.46,0.14,0,7.06,0.15,-0.05,0.00,247.99,0.25,1
18,Entry short,2026-04-06 18:00,Short,4626.9,1,4626.9,6.46,0.14,0,7.06,0.15,-0.05,0.00,247.99,0.25,1
19,Exit long,2026-04-13 22:00,Exit Long,4776.61,1,4765.03,11.58,0.24,0,12.04,0.25,-6.93,-0.15,259.57,0.26,1
19,Entry long,2026-04-13 18:00,Long,4765.03,1,4765.03,11.58,0.24,0,12.04,0.25,-6.93,-0.15,259.57,0.26,1
20,Exit long,2026-04-20 18:00,Exit Long,4832.77,1,4820.7,12.07,0.25,0,12.46,0.26,-0.05,0.00,271.64,0.27,1
20,Entry long,2026-04-20 14:00,Long,4820.7,1,4820.7,12.07,0.25,0,12.46,0.26,-0.05,0.00,271.64,0.27,1
21,Exit long,2026-05-11 18:00,Exit Long,4773.11,1,4736.23,36.88,0.78,0,37.32,0.79,-28.15,-0.59,308.52,0.31,3
21,Entry long,2026-05-11 06:00,Long,4736.23,1,4736.23,36.88,0.78,0,37.32,0.79,-28.15,-0.59,308.52,0.31,3
22,Exit short,2026-05-22 02:00,EOD,4532.29,1,4511.25,-21.04,-0.47,0,1.19,0.03,-24.8,-0.55,287.48,0.29,1
22,Entry short,2026-05-21 22:00,Short,4511.25,1,4511.25,-21.04,-0.47,0,1.19,0.03,-24.8,-0.55,287.48,0.29,1
23,Exit short,2026-05-22 10:00,Exit Short,4492.27,1,4513.78,21.51,0.48,0,21.89,0.48,-14.06,-0.31,308.99,0.31,1
23,Entry short,2026-05-22 06:00,Short,4513.78,1,4513.78,21.51,0.48,0,21.89,0.48,-14.06,-0.31,308.99,0.31,1
24,Exit short,2026-06-18 02:00,Exit Short,4260.13,1,4308.07,47.94,1.11,0,48.41,1.12,-1.81,-0.04,356.93,0.36,1
24,Entry short,2026-06-17 22:00,Short,4308.07,1,4308.07,47.94,1.11,0,48.41,1.12,-1.81,-0.04,356.93,0.36,1
25,Exit short,2026-06-29 10:00,Exit Short,4001.17,1,4032.25,31.08,0.77,0,31.47,0.78,-3.25,-0.08,388.01,0.39,1
25,Entry short,2026-06-29 06:00,Short,4032.25,1,4032.25,31.08,0.77,0,31.47,0.78,-3.25,-0.08,388.01,0.39,1
26,Exit long,2026-07-07 10:00,Exit Long,4163.21,1,4158.6,4.61,0.11,0,4.97,0.12,-0.07,0.00,392.62,0.39,1
26,Entry long,2026-07-07 06:00,Long,4158.6,1,4158.6,4.61,0.11,0,4.97,0.12,-0.07,0.00,392.62,0.39,1
27,Exit short,2026-07-07 18:00,Exit Short,4094.44,1,4106.62,12.18,0.30,0,12.55,0.31,-0.05,0.00,404.8,0.40,1
27,Entry short,2026-07-07 14:00,Short,4106.62,1,4106.62,12.18,0.30,0,12.55,0.31,-0.05,0.00,404.8,0.40,1
28,Exit short,2026-07-10 10:00,Exit Short,4073.97,1,4099.94,25.97,0.63,0,26.32,0.64,-15.52,-0.38,430.77,0.43,1
28,Entry short,2026-07-10 06:00,Short,4099.94,1,4099.94,25.97,0.63,0,26.32,0.64,-15.52,-0.38,430.77,0.43,1
29,Exit short,2026-07-20 10:00,Exit Short,3998.68,1,4005.76,7.08,0.18,0,7.41,0.18,-0.05,0.00,437.85,0.44,1
29,Entry short,2026-07-20 06:00,Short,4005.76,1,4005.76,7.08,0.18,0,7.41,0.18,-0.05,0.00,437.85,0.44,1
30,Exit short,2026-07-27 22:00,Exit Short,4035.2,1,4045.13,9.93,0.25,0,10.24,0.25,-6.04,-0.15,447.78,0.45,1
30,Entry short,2026-07-27 18:00,Short,4045.13,1,4045.13,9.93,0.25,0,10.24,0.25,-6.04,-0.15,447.78,0.45,1
31,Exit short,2026-07-31 10:00,Exit Short,4021.48,1,4025.5,4.02,0.10,0,4.37,0.11,-0.05,0.00,451.8,0.45,1
31,Entry short,2026-07-31 06:00,Short,4025.5,1,4025.5,4.02,0.10,0,4.37,0.11,-0.05,0.00,451.8,0.45,1
32,Exit long,2026-08-04 10:00,Exit Long,4106.07,1,4084.25,21.82,0.53,0,22.14,0.54,-9.85,-0.24,473.62,0.47,1
32,Entry long,2026-08-04 06:00,Long,4084.25,1,4084.25,21.82,0.53,0,22.14,0.54,-9.85,-0.24,473.62,0.47,1
33,Exit long,2026-08-19 10:00,Exit Long,4498.99,1,4459.91,39.08,0.88,0,39.45,0.88,-4.65,-0.10,512.7,0.51,1
33,Entry long,2026-08-19 06:00,Long,4459.91,1,4459.91,39.08,0.88,0,39.45,0.88,-4.65,-0.10,512.7,0.51,1
34,Exit short,2026-09-10 10:00,Exit Short,4351.59,1,4366.03,14.44,0.33,0,14.83,0.34,-10.34,-0.24,527.14,0.53,1
34,Entry short,2026-09-10 06:00,Short,4366.03,1,4366.03,14.44,0.33,0,14.83,0.34,-10.34,-0.24,527.14,0.53,1
35,Exit short,2026-09-21 14:00,Exit Short,4339.64,1,4344.48,4.84,0.11,0,5.21,0.12,-0.09,0.00,531.98,0.53,1
35,Entry short,2026-09-21 10:00,Short,4344.48,1,4344.48,4.84,0.11,0,5.21,0.12,-0.09,0.00,531.98,0.53,1
36,Exit short,2026-09-22 22:00,Exit Short,4328.46,1,4341.38,12.92,0.30,0,13.27,0.31,-5.95,-0.14,544.9,0.54,1
36,Entry short,2026-09-22 18:00,Short,4341.38,1,4341.38,12.92,0.30,0,13.27,0.31,-5.95,-0.14,544.9,0.54,1
